ENEMLINGUAGEM;ENEMHUMANAS;ENEMNATURAIS;ENEMMATEMATICA;ENEMREDACAO;ANOINGRESSO;IDADE;Grupo_criterio_Ampla Concorrência;Grupo_criterio_Ações Afirmativas;SEMESTREINGRESSO_1;SEMESTREINGRESSO_2;COR_BRANCA;COR_NÃO DECLARADO;COR_PARDA;COR_NEGRA;COR_INDÍGENA;COR_AMARELA;ESTADOCIVIL_SOLTEIRO;ESTADOCIVIL_CASADO;SEXO_M;SEXO_F;Grupo_area_curso_Humanas;Grupo_area_curso_Outras;Grupo_area_curso_Exatas;cluster_name
0.5612244897959183;0.6700169395821569;0.6170137245622338;0.6233629560336763;0.8222222222222222;0.0;0.4883720930232558;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;1
0.7756559766763849;0.7378881987577639;0.6675343114055845;0.657623947614593;0.6000000000000001;0.0;0.41860465116279066;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;2
0.7258017492711369;0.6869565217391304;0.690132513014671;0.7053320860617399;0.6222222222222222;0.0;0.046511627906976716;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;2
0.7269679300291545;0.6276679841897232;0.6695456696639848;0.5990411599625818;0.6666666666666667;0.0;0.09302325581395354;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;1
0.7804664723032069;0.6927159796725013;0.6806672976810222;0.6780869971936389;0.4444444444444445;0.0;0.37209302325581395;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;1
0.7782798833819241;0.7507622811970637;0.7061050638902034;0.6925865294667912;0.7555555555555555;0.5;0.046511627906976716;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;2
0.624344023323615;0.747261434217956;0.6340511121628016;0.6753975678203928;0.8;0.5;0.046511627906976716;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;1
1.0;0.7716544325239977;0.6422148603880737;0.5775257249766136;0.5333333333333334;0.5;0.13953488372093026;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;2
0.779737609329446;0.7890457368718238;0.6593705631803123;0.6421889616463985;0.5777777777777777;0.5;0.6046511627906976;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;2
0.7396501457725947;0.7727837380011292;0.718409843823947;0.6076941066417212;0.7555555555555555;0.5;0.06976744186046513;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;2
0.6969387755102041;0.6875211744776961;0.6995977283483199;0.6301449953227314;0.6666666666666667;0.5;0.11627906976744184;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;1
0.8045189504373177;0.7600225861095425;0.6535731187884524;0.590154349859682;0.6888888888888889;0.5;0.09302325581395354;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;2
0.6615160349854227;0.7347261434217955;0.7090629436819686;0.6851028999064546;0.7555555555555555;0.5;0.2093023255813954;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;2
0.7498542274052478;0.7402597402597402;0.7425461429247515;0.6197380729653882;0.5333333333333334;0.5;0.11627906976744184;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;1
0.8110787172011661;0.7599096555618294;0.6448177946048272;0.6191534144059868;0.7555555555555555;0.5;0.11627906976744184;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;2
0.7049562682215743;0.7544889892715979;0.7421911973497396;0.7987605238540691;0.4666666666666666;0.5;0.37209302325581395;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;1
0.7701166180758017;0.7239977413890457;0.7072882158069095;0.6633536014967258;0.4888888888888889;0.5;0.37209302325581395;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;2
0.7733236151603498;0.7636363636363637;0.6545196403218173;0.5432647333956969;0.5111111111111111;0.5;0.16279069767441867;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;2
0.7053935860058308;0.694635798983625;0.6583057264552769;0.6785547240411598;0.6000000000000001;0.5;0.06976744186046513;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;1
0.7106413994169096;0.7164313946922641;0.6358258400378608;0.631314312441534;0.4222222222222222;0.5;0.11627906976744184;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;2
0.8874635568513118;0.7745906267645397;0.7536677709417889;0.8463517305893357;0.4444444444444445;1.0;0.39534883720930236;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;1
0.8577259475218657;0.824505928853755;0.7107193563653573;0.4823433115060804;0.5333333333333334;1.0;0.6744186046511629;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;1
0.8820699708454811;0.7285149632975719;0.6448177946048272;0.5129794200187091;0.6666666666666667;1.0;0.06976744186046513;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;1
0.7906705539358599;0.5931112365894975;0.65309985802177;0.6300280636108512;0.8222222222222222;1.0;0.023255813953488413;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;2
0.7733236151603498;0.6238283455674759;0.6998343587316611;0.6780869971936389;0.7555555555555555;1.0;0.046511627906976716;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;2
0.7166180758017493;0.8105025409373235;0.7601751064836725;0.6462815715622077;0.5777777777777777;1.0;0.046511627906976716;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;2
0.7348396501457726;0.783399209486166;0.7561523899668717;0.7183115060804489;0.711111111111111;1.0;0.046511627906976716;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;2
0.7043731778425656;0.6423489553924335;0.5637718883104591;0.5442001870907389;0.8222222222222222;1.0;0.6976744186046511;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;1
0.8237609329446064;0.7437605872388481;0.5999763369616659;0.6534144059869035;0.6000000000000001;1.0;0.023255813953488413;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;2
0.8005830903790088;0.7559570863918689;0.6733317557974444;0.5681711880261926;0.6444444444444444;1.0;0.32558139534883723;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;2
0.839067055393586;0.7538114059853189;0.6747515380974917;0.4812909260991581;0.5777777777777777;1.0;0.11627906976744184;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;1
0.8158892128279883;0.7446640316205533;0.6781826786559395;0.5057296538821328;0.6666666666666667;1.0;0.16279069767441867;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;1
0.700874635568513;0.6481084133258046;0.6969947941315665;0.5992750233863423;0.7555555555555555;1.0;0.09302325581395354;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;2
